Zipcode,Total employed in civilian labor force,Aggregate travel time to work (in minutes),Cities,Houston Area Detail
77002.0,2925.0,49880.0,Houston,Inner Loop
77003.0,4696.0,107905.0,Houston,Inner Loop
77004.0,13483.0,262290.0,Houston,Inner Loop
77005.0,12797.0,198805.0,Houston,Inner Loop
77006.0,14673.0,256710.0,Houston,Inner Loop
77007.0,19156.0,360700.0,Houston,Inner Loop
77008.0,18637.0,372085.0,Houston,Inner Loop
77009.0,18318.0,413505.0,Houston,Inner Loop
77011.0,7553.0,193755.0,Houston,Inner Loop
77012.0,9485.0,293400.0,Houston,Inner Loop
77013.0,7690.0,179845.0,Houston,Northeast
77014.0,13725.0,378965.0,Houston,Northwest
77015.0,22996.0,558345.0,Houston,Northeast
77016.0,10355.0,296680.0,Houston,Northeast
77017.0,13852.0,356335.0,Houston,Southeast
77018.0,14585.0,326450.0,Houston,Northwest
77019.0,12657.0,221325.0,Houston,Inner Loop
77020.0,9684.0,254420.0,Houston,Inner Loop
77021.0,10029.0,230725.0,Houston,Inner Loop
77022.0,11398.0,296635.0,Houston,Northeast
77023.0,14348.0,338925.0,Houston,Inner Loop
77024.0,16129.0,308730.0,Houston,Southwest
77025.0,13929.0,276415.0,Houston,Inner Loop
77026.0,8088.0,237805.0,Houston,Inner Loop
77027.0,9745.0,171815.0,Houston,Inner Loop
77028.0,6218.0,179160.0,Houston,Northeast
77029.0,6666.0,167575.0,Houston,Southeast
77030.0,6615.0,120055.0,Houston,Inner Loop
77031.0,8135.0,199225.0,Houston,Southwest
77032.0,3789.0,110165.0,Houston,Northeast
77033.0,10071.0,280655.0,Houston,Southeast
77034.0,15261.0,383385.0,Houston,Southeast
77035.0,17140.0,424050.0,Houston,Southwest
77036.0,30046.0,738705.0,Houston,Southwest
77037.0,8216.0,226505.0,Houston,Northeast
77038.0,11230.0,309945.0,Houston,Northwest
77039.0,10538.0,280260.0,Houston,Northeast
77040.0,22602.0,569400.0,Houston,Northwest
77041.0,17550.0,480975.0,Houston,Northwest
77042.0,20223.0,480150.0,Houston,Southwest
77043.0,10798.0,253750.0,Houston,Northwest
77044.0,12998.0,372170.0,Houston,Northeast
77045.0,12918.0,341405.0,Houston,Southwest
77047.0,9988.0,272310.0,Houston,Southeast
77048.0,5792.0,177120.0,Houston,Southeast
77049.0,12498.0,313525.0,Houston,Northeast
77050.0,1832.0,49010.0,Houston,Northeast
77051.0,4712.0,110650.0,Houston,Southeast
77054.0,12596.0,262910.0,Houston,Inner Loop
77055.0,19908.0,449140.0,Houston,Northwest
77056.0,9867.0,175320.0,Houston,Southwest
77057.0,24033.0,510930.0,Houston,Southwest
77058.0,9214.0,211645.0,Houston,Southeast
77059.0,9571.0,239140.0,Houston,Southeast
77060.0,19674.0,529105.0,Houston,Northeast
77061.0,10968.0,281780.0,Houston,Southeast
77062.0,12723.0,279530.0,Houston,Southeast
77063.0,20396.0,492970.0,Houston,Southwest
77064.0,23112.0,607295.0,Houston,Northwest
77065.0,18985.0,517850.0,Houston,Northwest
77066.0,15918.0,450305.0,Houston,Northwest
77067.0,12586.0,329650.0,Houston,Other Cities
77068.0,5153.0,128410.0,Houston,Northwest
77069.0,8050.0,213580.0,Houston,Northwest
77070.0,23623.0,616190.0,Houston,Northwest
77071.0,12613.0,319465.0,Houston,Southwest
77072.0,26475.0,723755.0,Houston,Southwest
77073.0,16870.0,469905.0,Houston,Northeast
77074.0,16125.0,425510.0,Houston,Southwest
77075.0,17694.0,457250.0,Houston,Southeast
77076.0,13029.0,336845.0,Houston,Northeast
77077.0,29361.0,737395.0,Houston,Southwest
77078.0,5227.0,162485.0,Houston,Northeast
77079.0,14976.0,318600.0,Houston,Southwest
77080.0,21454.0,527325.0,Houston,Northwest
77081.0,23001.0,580290.0,Houston,Southwest
77082.0,25460.0,683020.0,Houston,Southwest
77083.0,34073.0,1048065.0,Houston,Southwest
77084.0,47413.0,1455665.0,Houston,Northwest
77085.0,7306.0,195155.0,Houston,Southwest
77086.0,10904.0,333105.0,Houston,Northwest
77087.0,15526.0,387505.0,Houston,Other Cities
77088.0,21431.0,608835.0,Houston,Northwest
77089.0,25320.0,680750.0,Houston,Southeast
77090.0,15295.0,399110.0,Houston,Northwest
77091.0,9417.0,249960.0,Houston,Northwest
77092.0,15904.0,414090.0,Houston,Northwest
77093.0,15400.0,416860.0,Houston,Other Cities
77094.0,3992.0,112885.0,Houston,Southwest
77095.0,35029.0,1133080.0,Houston,Northwest
77096.0,16127.0,372300.0,Houston,Southwest
77098.0,8429.0,154760.0,Houston,Inner Loop
77099.0,21148.0,569100.0,Houston,Southwest
77336.0,5500.0,187100.0,Huffman,Other Cities
77338.0,14982.0,355550.0,Humble,Other Cities
77339.0,19409.0,520540.0,Kingwood2,Other Cities
77345.0,12267.0,403410.0,Kingwood2,Other Cities
77346.0,26847.0,824035.0,Humble2,Other Cities
77373.0,27216.0,790650.0,Spring,Other Cities
77375.0,17854.0,522760.0,Tomball,Other Cities
77377.0,13777.0,415655.0,Tomball,Other Cities
77379.0,35461.0,1018080.0,Spring2,Other Cities
77388.0,20701.0,582825.0,Spring2,Other Cities
77389.0,9642.0,298110.0,Spring2,Other Cities
77396.0,18943.0,518460.0,Humble3,Other Cities
77401.0,9186.0,156130.0,Bellaire,Other Cities
77429.0,35345.0,1088210.0,Cypress2,Other Cities
77433.0,21753.0,727985.0,Cypress2,Other Cities
77447.0,5599.0,188655.0,Hockley,Other Cities
77449.0,40441.0,1298185.0,Katy,Other Cities
77450.0,33115.0,968690.0,Katy,Other Cities
77484.0,5345.0,178205.0,Waller,Other Cities
77493.0,11149.0,315015.0,Katy2,Other Cities
77502.0,14473.0,351595.0,Pasadena,Other Cities
77503.0,9630.0,211440.0,Pasadena,Other Cities
77504.0,10600.0,255410.0,Pasadena,Other Cities
77505.0,11843.0,287230.0,Pasadena,Other Cities
77506.0,13870.0,319870.0,Pasadena,Other Cities
77520.0,14327.0,350720.0,Baytown,Other Cities
77521.0,20375.0,465525.0,Baytown,Other Cities
77530.0,12612.0,313425.0,Channelview,Other Cities
77532.0,11022.0,338420.0,Crosby,Other Cities
77536.0,15151.0,353240.0,Deer Park,Other Cities
77547.0,3726.0,84190.0,Galena Park,Other Cities
77562.0,4377.0,117735.0,Highlands,Other Cities
77571.0,17834.0,397075.0,La Porte,Other Cities
77586.0,10798.0,251195.0,Seabrook,Other Cities
77587.0,6828.0,172005.0,South Houston,Other Cities
77598.0,13516.0,290145.0,Webster,Other Cities
