Zipcode,House Value less than 10k,House Value from 10k to 14.9k,House Value from 15k to 19.9k,House Value from 20k to 24.9k,House Value from 25k to 29.9k,House Value from 30k to 34.9k,House Value from 35k to 39.9k,House Value from 40k to 49.9k,House Value from 50k to 59.9k,House Value from 60k to 69.9k,House Value from 70k to 79.9k,House Value from 80k to 89.9k,House Value from 90k to 99.9k,House Value from 100k to 124.9k,House Value from 125k to 149.9k,House Value from 150k to 174.9k,House Value from 175k to 199.9k,House Value from 200k to 249.9k,House Value from 250k to 299.9k,House Value from 300k to 399.9k,House Value from 400k to 499.9k,House Value from 500k to 749.9k,House Value from 800k to 999.9k,House Value from 1 million to 1.499 millions
77002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,58.0,28.0,19.0,25.0,47.0,181.0,23.0,52.0,38.0,33.0,18.0,0.0
77003,2.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,56.0,109.0,117.0,195.0,87.0,23.0,31.0,91.0,105.0,253.0,83.0,30.0,4.0,0.0,0.0,0.0
77004,8.0,0.0,0.0,9.0,52.0,65.0,0.0,182.0,18.0,70.0,82.0,140.0,124.0,286.0,142.0,289.0,374.0,872.0,568.0,516.0,62.0,92.0,34.0,11.0
77005,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,52.0,233.0,37.0,197.0,35.0,187.0,108.0,397.0,563.0,2068.0,1353.0,1549.0
77006,14.0,15.0,0.0,11.0,0.0,0.0,15.0,0.0,37.0,23.0,28.0,24.0,53.0,149.0,151.0,203.0,244.0,499.0,341.0,1074.0,740.0,448.0,82.0,97.0
77007,14.0,0.0,5.0,0.0,32.0,0.0,29.0,11.0,32.0,76.0,97.0,72.0,29.0,210.0,302.0,285.0,263.0,1059.0,1287.0,1811.0,712.0,561.0,142.0,178.0
77008,35.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,58.0,76.0,0.0,237.0,324.0,444.0,451.0,1424.0,1453.0,1595.0,817.0,463.0,106.0,100.0
77009,33.0,20.0,41.0,20.0,22.0,70.0,21.0,122.0,190.0,280.0,310.0,556.0,553.0,814.0,657.0,623.0,280.0,733.0,773.0,703.0,312.0,129.0,27.0,11.0
77010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77011,54.0,0.0,0.0,0.0,0.0,41.0,76.0,86.0,201.0,358.0,516.0,549.0,222.0,256.0,11.0,34.0,7.0,72.0,9.0,21.0,0.0,0.0,0.0,0.0
77012,7.0,37.0,29.0,88.0,0.0,37.0,31.0,190.0,145.0,299.0,364.0,388.0,371.0,308.0,18.0,72.0,0.0,13.0,32.0,26.0,0.0,20.0,0.0,0.0
77013,37.0,106.0,0.0,28.0,82.0,51.0,62.0,40.0,85.0,127.0,246.0,384.0,430.0,511.0,196.0,51.0,27.0,11.0,15.0,9.0,0.0,0.0,16.0,0.0
77014,108.0,23.0,46.0,0.0,42.0,38.0,0.0,11.0,40.0,222.0,64.0,155.0,292.0,943.0,1354.0,709.0,209.0,190.0,92.0,0.0,0.0,0.0,0.0,0.0
77015,156.0,77.0,61.0,51.0,198.0,107.0,176.0,264.0,419.0,788.0,786.0,1022.0,1151.0,1933.0,937.0,407.0,220.0,185.0,110.0,23.0,81.0,0.0,0.0,51.0
77016,164.0,45.0,87.0,199.0,119.0,280.0,196.0,641.0,932.0,792.0,1123.0,670.0,367.0,408.0,88.0,93.0,133.0,0.0,12.0,6.0,10.0,0.0,0.0,7.0
77017,84.0,97.0,0.0,0.0,54.0,69.0,58.0,129.0,306.0,548.0,798.0,1041.0,621.0,1057.0,314.0,292.0,120.0,80.0,11.0,0.0,9.0,0.0,0.0,9.0
77018,62.0,34.0,36.0,9.0,50.0,55.0,45.0,73.0,44.0,44.0,95.0,71.0,161.0,500.0,555.0,1189.0,842.0,1332.0,843.0,829.0,215.0,256.0,17.0,20.0
77019,15.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,13.0,16.0,27.0,44.0,163.0,211.0,134.0,285.0,532.0,473.0,760.0,555.0,443.0,363.0,945.0
77020,98.0,27.0,43.0,69.0,37.0,82.0,80.0,383.0,453.0,604.0,638.0,311.0,484.0,216.0,79.0,51.0,98.0,161.0,20.0,26.0,0.0,0.0,0.0,0.0
77021,105.0,16.0,6.0,19.0,55.0,172.0,66.0,382.0,391.0,452.0,442.0,477.0,332.0,280.0,128.0,114.0,114.0,192.0,220.0,131.0,109.0,84.0,14.0,0.0
77022,89.0,6.0,28.0,13.0,68.0,83.0,103.0,329.0,546.0,178.0,387.0,573.0,431.0,701.0,326.0,244.0,37.0,62.0,32.0,22.0,10.0,0.0,7.0,0.0
77023,30.0,32.0,11.0,25.0,8.0,47.0,10.0,79.0,57.0,297.0,288.0,639.0,607.0,926.0,306.0,381.0,180.0,341.0,85.0,136.0,21.0,0.0,13.0,0.0
77024,11.0,25.0,0.0,26.0,0.0,0.0,19.0,0.0,46.0,65.0,167.0,175.0,310.0,338.0,244.0,404.0,297.0,293.0,280.0,774.0,998.0,2088.0,1490.0,2569.0
77025,21.0,46.0,0.0,11.0,12.0,0.0,11.0,0.0,56.0,69.0,78.0,96.0,49.0,258.0,260.0,273.0,181.0,635.0,627.0,1112.0,645.0,568.0,370.0,98.0
77026,54.0,20.0,34.0,228.0,225.0,277.0,154.0,268.0,530.0,323.0,314.0,455.0,160.0,213.0,126.0,97.0,12.0,28.0,0.0,4.0,0.0,11.0,0.0,0.0
77027,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,16.0,76.0,20.0,64.0,81.0,144.0,105.0,48.0,157.0,61.0,530.0,471.0,665.0,393.0,440.0
77028,56.0,59.0,85.0,131.0,188.0,231.0,218.0,521.0,495.0,466.0,424.0,326.0,319.0,203.0,171.0,7.0,0.0,8.0,17.0,22.0,0.0,44.0,0.0,0.0
77029,169.0,7.0,48.0,138.0,15.0,39.0,37.0,296.0,443.0,431.0,589.0,632.0,302.0,223.0,8.0,133.0,36.0,48.0,0.0,0.0,0.0,21.0,0.0,13.0
77030,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,57.0,23.0,127.0,121.0,41.0,94.0,86.0,103.0,206.0,373.0,520.0,264.0,146.0
77031,11.0,51.0,0.0,0.0,0.0,19.0,0.0,12.0,41.0,28.0,0.0,69.0,239.0,1017.0,752.0,266.0,79.0,67.0,0.0,20.0,8.0,0.0,0.0,0.0
77032,56.0,9.0,82.0,46.0,81.0,25.0,102.0,58.0,56.0,76.0,102.0,82.0,248.0,120.0,56.0,95.0,58.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0
77033,43.0,78.0,50.0,64.0,74.0,216.0,219.0,658.0,938.0,1040.0,833.0,787.0,358.0,249.0,61.0,63.0,6.0,14.0,0.0,5.0,0.0,0.0,11.0,0.0
77034,0.0,79.0,0.0,10.0,0.0,0.0,0.0,61.0,98.0,125.0,580.0,837.0,770.0,1607.0,786.0,390.0,111.0,24.0,66.0,0.0,0.0,24.0,0.0,6.0
77035,27.0,66.0,30.0,33.0,43.0,46.0,65.0,80.0,107.0,153.0,243.0,399.0,305.0,853.0,757.0,734.0,649.0,726.0,254.0,275.0,85.0,8.0,9.0,0.0
77036,56.0,78.0,71.0,80.0,97.0,59.0,71.0,189.0,223.0,153.0,203.0,130.0,350.0,1114.0,1180.0,537.0,217.0,16.0,79.0,69.0,0.0,0.0,12.0,0.0
77037,134.0,58.0,104.0,97.0,28.0,106.0,54.0,63.0,146.0,244.0,221.0,186.0,687.0,739.0,188.0,136.0,71.0,188.0,81.0,0.0,0.0,5.0,0.0,0.0
77038,53.0,59.0,169.0,46.0,62.0,15.0,0.0,9.0,58.0,184.0,479.0,768.0,631.0,875.0,434.0,71.0,8.0,46.0,32.0,0.0,0.0,0.0,4.0,0.0
77039,116.0,79.0,30.0,98.0,62.0,56.0,29.0,82.0,168.0,298.0,437.0,674.0,696.0,976.0,282.0,153.0,39.0,19.0,55.0,11.0,5.0,13.0,26.0,0.0
77040,54.0,67.0,26.0,10.0,28.0,25.0,0.0,69.0,83.0,303.0,353.0,886.0,867.0,1589.0,1098.0,1112.0,770.0,823.0,436.0,120.0,33.0,7.0,19.0,0.0
77041,195.0,72.0,270.0,110.0,101.0,47.0,32.0,47.0,79.0,111.0,194.0,826.0,473.0,1481.0,1001.0,645.0,510.0,511.0,290.0,1047.0,545.0,239.0,25.0,32.0
77042,0.0,21.0,25.0,21.0,34.0,61.0,76.0,303.0,204.0,190.0,104.0,42.0,151.0,423.0,332.0,347.0,268.0,773.0,370.0,815.0,369.0,212.0,12.0,44.0
77043,9.0,18.0,11.0,0.0,0.0,0.0,0.0,86.0,145.0,133.0,135.0,263.0,322.0,731.0,580.0,912.0,516.0,562.0,264.0,41.0,12.0,13.0,0.0,0.0
77044,89.0,171.0,78.0,129.0,115.0,142.0,57.0,167.0,309.0,175.0,365.0,412.0,388.0,958.0,478.0,648.0,442.0,714.0,616.0,440.0,206.0,75.0,0.0,14.0
77045,70.0,49.0,27.0,6.0,28.0,34.0,38.0,88.0,185.0,624.0,793.0,1196.0,1260.0,1121.0,260.0,109.0,63.0,48.0,0.0,68.0,0.0,0.0,0.0,45.0
77046,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,13.0,12.0,59.0,0.0,25.0,53.0,43.0,0.0,0.0
77047,14.0,105.0,11.0,71.0,29.0,13.0,42.0,170.0,315.0,487.0,517.0,406.0,570.0,1286.0,1035.0,282.0,130.0,44.0,17.0,31.0,0.0,0.0,30.0,23.0
77048,0.0,22.0,23.0,16.0,31.0,32.0,40.0,183.0,140.0,210.0,500.0,653.0,243.0,393.0,208.0,81.0,20.0,15.0,0.0,0.0,0.0,0.0,17.0,0.0
77049,72.0,18.0,14.0,40.0,45.0,34.0,50.0,100.0,182.0,298.0,514.0,764.0,798.0,995.0,610.0,697.0,230.0,190.0,140.0,98.0,21.0,6.0,0.0,17.0
77050,65.0,31.0,0.0,36.0,11.0,27.0,18.0,58.0,18.0,56.0,233.0,132.0,114.0,30.0,31.0,0.0,32.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
77051,34.0,86.0,33.0,42.0,52.0,174.0,204.0,414.0,288.0,303.0,133.0,90.0,68.0,157.0,76.0,51.0,23.0,26.0,0.0,0.0,0.0,12.0,8.0,0.0
77054,0.0,26.0,0.0,7.0,22.0,0.0,47.0,110.0,115.0,196.0,114.0,60.0,80.0,339.0,310.0,129.0,102.0,239.0,205.0,45.0,0.0,0.0,0.0,0.0
77055,41.0,17.0,0.0,0.0,22.0,35.0,36.0,112.0,22.0,192.0,148.0,200.0,531.0,701.0,601.0,382.0,173.0,394.0,385.0,831.0,588.0,718.0,223.0,83.0
77056,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,15.0,11.0,0.0,83.0,101.0,36.0,146.0,116.0,83.0,192.0,324.0,460.0,428.0,703.0,629.0,948.0
77057,0.0,0.0,15.0,0.0,0.0,14.0,0.0,46.0,68.0,133.0,124.0,149.0,240.0,550.0,556.0,598.0,352.0,888.0,239.0,607.0,586.0,877.0,231.0,455.0
77058,0.0,26.0,0.0,0.0,0.0,0.0,15.0,91.0,77.0,60.0,122.0,192.0,137.0,296.0,337.0,377.0,307.0,430.0,59.0,168.0,76.0,32.0,0.0,13.0
77059,0.0,40.0,0.0,14.0,0.0,34.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,228.0,528.0,406.0,635.0,1302.0,634.0,1215.0,350.0,363.0,87.0,31.0
77060,127.0,0.0,45.0,0.0,85.0,64.0,0.0,83.0,73.0,95.0,393.0,506.0,474.0,813.0,163.0,60.0,58.0,43.0,0.0,9.0,0.0,0.0,6.0,48.0
77061,0.0,0.0,72.0,0.0,0.0,32.0,19.0,38.0,24.0,152.0,225.0,340.0,210.0,656.0,580.0,356.0,196.0,202.0,30.0,20.0,0.0,0.0,0.0,0.0
77062,10.0,75.0,0.0,15.0,0.0,0.0,0.0,33.0,36.0,44.0,112.0,64.0,98.0,879.0,2167.0,1931.0,917.0,610.0,323.0,447.0,100.0,57.0,6.0,9.0
77063,17.0,19.0,9.0,0.0,0.0,0.0,9.0,54.0,88.0,230.0,321.0,125.0,135.0,381.0,294.0,304.0,261.0,655.0,367.0,546.0,147.0,57.0,151.0,138.0
77064,37.0,141.0,0.0,74.0,98.0,35.0,119.0,17.0,24.0,156.0,415.0,633.0,824.0,1661.0,1808.0,1828.0,912.0,772.0,303.0,80.0,37.0,0.0,11.0,0.0
77065,34.0,0.0,21.0,0.0,0.0,32.0,0.0,8.0,0.0,8.0,32.0,190.0,379.0,1856.0,1315.0,1341.0,886.0,485.0,283.0,121.0,103.0,7.0,14.0,19.0
77066,15.0,32.0,21.0,9.0,13.0,0.0,0.0,0.0,91.0,200.0,482.0,458.0,932.0,1227.0,1464.0,1063.0,321.0,182.0,8.0,24.0,7.0,0.0,16.0,26.0
77067,0.0,52.0,44.0,26.0,32.0,36.0,0.0,49.0,25.0,106.0,305.0,529.0,896.0,1538.0,450.0,220.0,65.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0
77068,0.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,39.0,75.0,296.0,472.0,522.0,337.0,213.0,172.0,187.0,69.0,36.0,12.0,0.0
77069,12.0,13.0,17.0,13.0,47.0,0.0,0.0,29.0,70.0,143.0,185.0,160.0,113.0,137.0,348.0,428.0,381.0,762.0,589.0,548.0,293.0,206.0,47.0,52.0
77070,48.0,31.0,13.0,0.0,0.0,0.0,0.0,31.0,8.0,14.0,75.0,144.0,632.0,1143.0,1930.0,2377.0,1426.0,1009.0,258.0,340.0,80.0,47.0,10.0,130.0
77071,25.0,34.0,0.0,0.0,0.0,0.0,0.0,41.0,147.0,130.0,80.0,198.0,471.0,1495.0,966.0,646.0,352.0,357.0,93.0,92.0,24.0,0.0,0.0,12.0
77072,23.0,16.0,11.0,15.0,30.0,24.0,33.0,145.0,332.0,830.0,668.0,785.0,1417.0,2250.0,650.0,446.0,146.0,143.0,0.0,28.0,0.0,0.0,0.0,0.0
77073,14.0,78.0,14.0,139.0,26.0,61.0,50.0,87.0,32.0,157.0,208.0,361.0,715.0,2428.0,1578.0,510.0,189.0,99.0,19.0,0.0,0.0,0.0,0.0,0.0
77074,28.0,20.0,45.0,0.0,49.0,24.0,23.0,89.0,196.0,412.0,234.0,351.0,482.0,1385.0,620.0,291.0,194.0,131.0,69.0,32.0,0.0,0.0,0.0,50.0
77075,134.0,46.0,25.0,97.0,12.0,41.0,46.0,65.0,106.0,148.0,441.0,565.0,447.0,2035.0,1325.0,906.0,209.0,52.0,38.0,16.0,10.0,32.0,0.0,13.0
77076,155.0,0.0,19.0,88.0,26.0,0.0,12.0,109.0,164.0,514.0,769.0,700.0,944.0,977.0,504.0,81.0,62.0,39.0,0.0,10.0,0.0,6.0,0.0,0.0
77077,0.0,0.0,11.0,41.0,15.0,10.0,0.0,0.0,107.0,43.0,82.0,233.0,140.0,408.0,829.0,1385.0,1175.0,1867.0,987.0,875.0,339.0,486.0,75.0,60.0
77078,77.0,28.0,19.0,20.0,26.0,43.0,25.0,263.0,176.0,396.0,463.0,473.0,212.0,156.0,15.0,65.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,13.0
77079,23.0,0.0,0.0,0.0,15.0,15.0,32.0,41.0,35.0,34.0,97.0,123.0,307.0,933.0,449.0,329.0,160.0,487.0,733.0,1953.0,1113.0,798.0,174.0,147.0
77080,141.0,90.0,42.0,0.0,23.0,25.0,93.0,29.0,40.0,210.0,206.0,363.0,216.0,1337.0,1220.0,873.0,428.0,469.0,72.0,75.0,85.0,10.0,0.0,7.0
77081,0.0,0.0,5.0,0.0,7.0,0.0,0.0,24.0,25.0,58.0,14.0,14.0,0.0,73.0,164.0,16.0,73.0,92.0,66.0,86.0,39.0,28.0,15.0,29.0
77082,0.0,47.0,6.0,0.0,0.0,9.0,20.0,0.0,0.0,195.0,254.0,316.0,730.0,2111.0,1374.0,642.0,455.0,688.0,405.0,193.0,91.0,167.0,131.0,237.0
77083,78.0,137.0,40.0,11.0,0.0,13.0,0.0,133.0,53.0,375.0,272.0,1058.0,1371.0,4271.0,2569.0,2831.0,700.0,630.0,85.0,69.0,0.0,20.0,0.0,13.0
77084,48.0,56.0,34.0,0.0,14.0,21.0,15.0,0.0,23.0,166.0,295.0,905.0,2065.0,5195.0,4601.0,2684.0,1119.0,1047.0,409.0,176.0,133.0,0.0,0.0,12.0
77085,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,148.0,66.0,132.0,112.0,549.0,1266.0,687.0,324.0,73.0,21.0,54.0,0.0,0.0,0.0,0.0,16.0
77086,12.0,40.0,64.0,0.0,0.0,13.0,0.0,13.0,42.0,119.0,190.0,734.0,1372.0,1538.0,416.0,205.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,23.0
77087,63.0,32.0,56.0,9.0,43.0,30.0,118.0,240.0,319.0,643.0,1173.0,1295.0,890.0,1012.0,289.0,173.0,91.0,92.0,69.0,10.0,0.0,0.0,0.0,0.0
77088,149.0,38.0,75.0,79.0,141.0,154.0,92.0,325.0,376.0,623.0,818.0,1151.0,1848.0,2414.0,1084.0,424.0,137.0,107.0,78.0,86.0,17.0,11.0,12.0,13.0
77089,48.0,85.0,11.0,0.0,20.0,12.0,0.0,0.0,42.0,154.0,258.0,793.0,1109.0,3163.0,2248.0,1055.0,793.0,626.0,145.0,119.0,0.0,0.0,18.0,65.0
77090,0.0,14.0,0.0,0.0,0.0,0.0,20.0,47.0,21.0,123.0,68.0,296.0,200.0,414.0,604.0,784.0,338.0,100.0,57.0,62.0,9.0,57.0,0.0,0.0
77091,14.0,53.0,54.0,37.0,36.0,56.0,110.0,263.0,119.0,218.0,359.0,377.0,237.0,408.0,413.0,445.0,262.0,169.0,44.0,34.0,7.0,6.0,0.0,16.0
77092,101.0,35.0,25.0,15.0,0.0,45.0,45.0,35.0,138.0,242.0,120.0,302.0,524.0,846.0,1038.0,891.0,263.0,224.0,66.0,57.0,34.0,0.0,0.0,0.0
77093,188.0,69.0,194.0,73.0,121.0,146.0,165.0,420.0,820.0,763.0,916.0,1021.0,587.0,831.0,242.0,212.0,104.0,114.0,54.0,8.0,11.0,8.0,0.0,0.0
77094,0.0,0.0,17.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,30.0,11.0,14.0,17.0,47.0,228.0,593.0,482.0,520.0,261.0,175.0,116.0,87.0
77095,0.0,0.0,90.0,76.0,0.0,9.0,0.0,0.0,37.0,40.0,35.0,201.0,452.0,1431.0,3003.0,3666.0,3133.0,2480.0,1283.0,486.0,70.0,87.0,0.0,12.0
77096,0.0,18.0,36.0,16.0,8.0,11.0,16.0,43.0,44.0,16.0,17.0,87.0,105.0,237.0,379.0,777.0,638.0,1331.0,1364.0,1544.0,375.0,267.0,44.0,62.0
77098,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,17.0,13.0,29.0,96.0,25.0,169.0,184.0,331.0,472.0,286.0,46.0,239.0
77099,76.0,38.0,68.0,39.0,15.0,50.0,95.0,82.0,24.0,213.0,416.0,740.0,1371.0,2710.0,541.0,148.0,21.0,61.0,80.0,14.0,0.0,0.0,30.0,27.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,90.0,33.0,0.0,70.0,12.0,82.0,40.0,31.0,66.0,159.0,117.0,208.0,242.0,433.0,407.0,286.0,65.0,311.0,289.0,337.0,61.0,117.0,0.0,27.0
77338,11.0,105.0,0.0,37.0,0.0,0.0,9.0,35.0,132.0,264.0,213.0,802.0,950.0,1830.0,877.0,586.0,114.0,34.0,10.0,13.0,41.0,16.0,0.0,0.0
77339,20.0,83.0,29.0,7.0,0.0,0.0,12.0,26.0,9.0,49.0,44.0,102.0,483.0,1857.0,2558.0,2104.0,740.0,703.0,341.0,430.0,227.0,227.0,73.0,81.0
77345,0.0,0.0,26.0,0.0,29.0,8.0,16.0,54.0,0.0,19.0,20.0,0.0,49.0,195.0,877.0,790.0,591.0,1803.0,1333.0,1198.0,436.0,374.0,42.0,9.0
77346,49.0,0.0,26.0,20.0,0.0,19.0,52.0,10.0,24.0,55.0,134.0,247.0,627.0,1744.0,3033.0,2875.0,1577.0,1868.0,644.0,599.0,169.0,26.0,19.0,51.0
77373,15.0,15.0,58.0,16.0,0.0,0.0,0.0,22.0,168.0,258.0,976.0,1749.0,1659.0,3086.0,2356.0,1455.0,521.0,477.0,319.0,195.0,55.0,37.0,30.0,0.0
77375,76.0,152.0,42.0,20.0,62.0,51.0,105.0,47.0,132.0,79.0,202.0,241.0,302.0,1318.0,1730.0,1840.0,677.0,572.0,443.0,308.0,73.0,77.0,34.0,32.0
77377,27.0,126.0,0.0,70.0,27.0,22.0,41.0,33.0,110.0,48.0,132.0,240.0,160.0,295.0,802.0,936.0,986.0,1808.0,689.0,477.0,238.0,176.0,83.0,36.0
77379,0.0,30.0,10.0,17.0,0.0,21.0,21.0,41.0,28.0,0.0,36.0,134.0,350.0,2049.0,2102.0,2860.0,2398.0,2894.0,2121.0,2140.0,822.0,458.0,272.0,82.0
77388,40.0,54.0,24.0,32.0,9.0,14.0,6.0,0.0,12.0,71.0,38.0,304.0,316.0,2219.0,2359.0,2329.0,1110.0,1678.0,585.0,375.0,34.0,50.0,0.0,54.0
77389,22.0,60.0,21.0,61.0,182.0,52.0,125.0,126.0,35.0,99.0,187.0,104.0,317.0,691.0,625.0,638.0,393.0,616.0,605.0,607.0,251.0,296.0,57.0,23.0
77396,168.0,204.0,217.0,92.0,85.0,109.0,4.0,121.0,233.0,395.0,522.0,698.0,870.0,1663.0,932.0,694.0,290.0,548.0,206.0,390.0,154.0,44.0,41.0,11.0
77401,17.0,0.0,0.0,36.0,12.0,13.0,0.0,11.0,0.0,10.0,8.0,0.0,12.0,17.0,32.0,162.0,58.0,475.0,349.0,685.0,616.0,1465.0,965.0,537.0
77429,49.0,67.0,20.0,43.0,0.0,0.0,88.0,45.0,46.0,30.0,49.0,211.0,439.0,1836.0,2581.0,2868.0,1732.0,2831.0,2213.0,2018.0,799.0,630.0,186.0,103.0
77433,0.0,0.0,12.0,0.0,12.0,30.0,8.0,0.0,20.0,107.0,249.0,183.0,321.0,1317.0,1620.0,2261.0,1077.0,1723.0,908.0,1303.0,441.0,158.0,40.0,43.0
77447,26.0,28.0,27.0,28.0,0.0,119.0,31.0,0.0,64.0,137.0,184.0,336.0,79.0,408.0,303.0,170.0,201.0,229.0,295.0,80.0,87.0,51.0,50.0,0.0
77449,86.0,122.0,65.0,138.0,73.0,61.0,64.0,34.0,113.0,360.0,828.0,1105.0,1779.0,6341.0,5679.0,2785.0,928.0,277.0,49.0,24.0,0.0,0.0,10.0,36.0
77450,0.0,36.0,23.0,35.0,0.0,0.0,0.0,0.0,70.0,29.0,32.0,155.0,418.0,2030.0,2270.0,2192.0,2253.0,2649.0,1382.0,2017.0,600.0,528.0,38.0,70.0
77493,32.0,87.0,18.0,49.0,17.0,0.0,0.0,71.0,13.0,83.0,100.0,355.0,321.0,636.0,995.0,874.0,471.0,560.0,130.0,235.0,93.0,93.0,0.0,42.0
77502,164.0,148.0,29.0,59.0,28.0,33.0,9.0,65.0,149.0,340.0,699.0,1260.0,1275.0,1675.0,652.0,258.0,51.0,7.0,31.0,34.0,0.0,0.0,0.0,12.0
77503,86.0,14.0,62.0,41.0,47.0,0.0,36.0,87.0,143.0,174.0,667.0,516.0,885.0,984.0,450.0,120.0,55.0,49.0,7.0,12.0,0.0,0.0,0.0,0.0
77504,167.0,60.0,96.0,28.0,57.0,24.0,39.0,154.0,102.0,219.0,133.0,207.0,239.0,454.0,540.0,523.0,322.0,248.0,91.0,0.0,13.0,0.0,0.0,24.0
77505,38.0,99.0,11.0,0.0,6.0,10.0,10.0,0.0,9.0,18.0,28.0,114.0,236.0,1015.0,981.0,1023.0,800.0,844.0,219.0,146.0,19.0,10.0,22.0,0.0
77506,31.0,0.0,15.0,26.0,49.0,97.0,106.0,201.0,486.0,676.0,740.0,896.0,421.0,317.0,90.0,72.0,32.0,6.0,0.0,0.0,0.0,0.0,11.0,10.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,142.0,74.0,109.0,140.0,160.0,109.0,122.0,638.0,834.0,844.0,573.0,742.0,609.0,980.0,538.0,367.0,93.0,197.0,111.0,16.0,25.0,20.0,6.0,0.0
77521,260.0,123.0,114.0,103.0,74.0,112.0,69.0,156.0,205.0,335.0,590.0,580.0,635.0,2234.0,1911.0,1159.0,629.0,587.0,267.0,180.0,108.0,34.0,0.0,0.0
77530,162.0,126.0,189.0,76.0,130.0,33.0,56.0,195.0,333.0,338.0,722.0,1002.0,784.0,1084.0,465.0,230.0,126.0,44.0,57.0,18.0,14.0,0.0,0.0,35.0
77532,66.0,104.0,10.0,71.0,101.0,131.0,61.0,351.0,295.0,148.0,352.0,165.0,470.0,1419.0,681.0,928.0,488.0,450.0,168.0,91.0,103.0,31.0,20.0,63.0
77536,95.0,88.0,177.0,25.0,19.0,38.0,10.0,103.0,89.0,67.0,190.0,472.0,465.0,2046.0,1717.0,1198.0,647.0,557.0,223.0,169.0,77.0,10.0,0.0,50.0
77547,14.0,19.0,0.0,18.0,0.0,45.0,0.0,148.0,156.0,437.0,359.0,87.0,271.0,186.0,25.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
77562,81.0,72.0,78.0,66.0,56.0,78.0,16.0,210.0,94.0,228.0,214.0,168.0,196.0,360.0,420.0,245.0,48.0,65.0,77.0,0.0,0.0,10.0,0.0,0.0
77571,205.0,115.0,63.0,49.0,57.0,29.0,20.0,147.0,203.0,87.0,361.0,431.0,700.0,2780.0,1784.0,1040.0,482.0,344.0,170.0,86.0,43.0,52.0,20.0,40.0
77586,13.0,7.0,0.0,19.0,0.0,11.0,27.0,23.0,0.0,106.0,90.0,94.0,56.0,490.0,674.0,848.0,774.0,1403.0,630.0,307.0,116.0,150.0,98.0,38.0
77587,156.0,35.0,50.0,60.0,0.0,42.0,46.0,208.0,196.0,204.0,399.0,217.0,503.0,541.0,136.0,137.0,42.0,69.0,0.0,16.0,0.0,30.0,10.0,18.0
77598,0.0,7.0,0.0,0.0,0.0,68.0,11.0,99.0,15.0,28.0,68.0,2.0,111.0,824.0,537.0,73.0,0.0,67.0,41.0,13.0,33.0,0.0,15.0,7.0
