Zipcode,Total Housing Unit,Median Value,Lower value quartile (dollars),Upper value quartile (dollars),Median monthly housing costs
77562,4103.0,95900.0,63700.0,141400.0,911.0
77571,13405.0,122200.0,98500.0,154700.0,1094.0
77586,9611.0,190100.0,143700.0,242400.0,1225.0
77587,5474.0,77900.0,60700.0,106200.0,687.0
77598,11652.0,117100.0,102000.0,138000.0,940.0
77002,3738.0,208600.0,123200.0,259500.0,1261.0
77003,5013.0,162600.0,80800.0,230900.0,889.0
77004,16979.0,191700.0,107900.0,275100.0,890.0
77005,10257.0,754000.0,523400.0,1000001.0,2527.0
77006,13340.0,327300.0,205900.0,461700.0,1200.0
77007,17797.0,308700.0,232400.0,421100.0,1515.0
77008,16371.0,292200.0,219400.0,395000.0,1176.0
77009,15993.0,163000.0,97800.0,277000.0,861.0
77010,468.0,-666666666.0,-666666666.0,-666666666.0,2836.0
77011,6843.0,80300.0,64200.0,93900.0,572.0
77012,7276.0,82600.0,63500.0,100900.0,660.0
77013,6257.0,84900.0,64400.0,107500.0,785.0
77014,11873.0,119300.0,88500.0,145400.0,896.0
77015,18581.0,92200.0,68800.0,118800.0,804.0
77016,10960.0,63700.0,42800.0,81400.0,631.0
77017,11152.0,86400.0,70100.0,109600.0,756.0
77018,11786.0,218400.0,158800.0,300000.0,945.0
77019,10913.0,378700.0,237700.0,860800.0,1513.0
77020,9745.0,70500.0,53800.0,95100.0,580.0
77021,12011.0,83900.0,57800.0,179400.0,811.0
77022,10751.0,81700.0,59300.0,109400.0,650.0
77023,10969.0,102700.0,84300.0,155500.0,692.0
77024,15961.0,658600.0,327100.0,1000001.0,1761.0
77025,13468.0,331200.0,214300.0,467800.0,1161.0
77026,10156.0,59600.0,33800.0,87900.0,578.0
77027,10346.0,475900.0,237700.0,802200.0,1358.0
77028,6733.0,59100.0,42500.0,79600.0,517.0
77029,6337.0,69500.0,52600.0,87200.0,657.0
77030,6018.0,501100.0,230800.0,732300.0,1407.0
77031,6732.0,114900.0,98400.0,138500.0,803.0
77032,4658.0,72900.0,39200.0,93500.0,824.0
77033,10114.0,65600.0,48900.0,81000.0,660.0
77034,13118.0,99700.0,84300.0,122300.0,900.0
77035,15804.0,156300.0,100300.0,221800.0,764.0
77036,30483.0,113900.0,80800.0,141500.0,688.0
77037,5582.0,84200.0,52000.0,108800.0,821.0
77038,8019.0,86300.0,69800.0,110400.0,984.0
77039,8120.0,85000.0,67000.0,104000.0,761.0
77040,17704.0,121700.0,92800.0,173700.0,1030.0
77041,12036.0,137200.0,98100.0,261800.0,1203.0
77042,20859.0,211900.0,102000.0,332700.0,927.0
77043,9337.0,140800.0,102700.0,188400.0,887.0
77044,10930.0,140000.0,85500.0,225200.0,1355.0
77045,10128.0,85500.0,69000.0,99300.0,897.0
77046,912.0,295000.0,193300.0,466100.0,1544.0
77047,8833.0,103400.0,78900.0,130200.0,1097.0
77048,6719.0,81200.0,64200.0,101600.0,773.0
77049,9591.0,104000.0,76500.0,149700.0,1124.0
77050,1459.0,73100.0,44600.0,94900.0,673.0
77051,6739.0,58800.0,40200.0,83000.0,656.0
77054,13852.0,119300.0,79300.0,187900.0,960.0
77055,16108.0,230300.0,112300.0,441600.0,885.0
77056,11949.0,555700.0,297700.0,952900.0,1506.0
77057,22895.0,224900.0,141800.0,516100.0,1062.0
77058,9174.0,158400.0,109200.0,212600.0,949.0
77059,6038.0,243000.0,182100.0,346900.0,1752.0
77060,15866.0,90400.0,74500.0,112000.0,733.0
77061,9796.0,113800.0,85200.0,143100.0,713.0
77062,10266.0,160100.0,132900.0,192700.0,1307.0
77063,19593.0,176600.0,95200.0,318300.0,946.0
77064,16412.0,133300.0,98200.0,169500.0,1138.0
77065,14948.0,140600.0,111900.0,180900.0,1077.0
77066,10168.0,114800.0,88300.0,144900.0,1132.0
77067,10730.0,94700.0,81400.0,113300.0,886.0
77068,3981.0,165200.0,131200.0,221900.0,1283.0
77069,8445.0,206000.0,136000.0,303000.0,1131.0
77070,19855.0,154500.0,123300.0,186900.0,1192.0
77071,10813.0,117500.0,92100.0,157400.0,931.0
77072,19724.0,94100.0,72000.0,114900.0,884.0
77073,12373.0,108300.0,89500.0,128500.0,1148.0
77074,14353.0,104800.0,82400.0,133200.0,794.0
77075,13228.0,114600.0,89400.0,140300.0,960.0
77076,10062.0,86500.0,69200.0,106400.0,761.0
77077,27591.0,208900.0,157300.0,285000.0,1103.0
77078,5305.0,70700.0,53300.0,86300.0,727.0
77079,13379.0,326400.0,150200.0,449600.0,1286.0
77080,16706.0,130600.0,99100.0,169300.0,811.0
77081,19132.0,217100.0,120800.0,314900.0,722.0
77082,22838.0,124000.0,98700.0,192800.0,1062.0
77083,21807.0,117900.0,95300.0,147700.0,1199.0
77084,33933.0,124300.0,100900.0,156300.0,1196.0
77085,5053.0,106600.0,90300.0,124000.0,1102.0
77086,8394.0,93500.0,81700.0,108400.0,968.0
77087,11966.0,84800.0,70700.0,104500.0,701.0
77088,18264.0,93400.0,75500.0,113400.0,889.0
77089,17117.0,121000.0,99000.0,155700.0,1131.0
77090,16500.0,138800.0,96500.0,164700.0,925.0
77091,10791.0,95300.0,71600.0,151400.0,683.0
77092,14984.0,130200.0,91400.0,162500.0,752.0
77093,13840.0,75200.0,52800.0,95200.0,614.0
77094,3135.0,295200.0,231600.0,433000.0,2081.0
77095,24124.0,167000.0,137100.0,210600.0,1442.0
77096,15557.0,255900.0,186700.0,336300.0,947.0
77098,8650.0,424200.0,257200.0,555400.0,1443.0
77099,17828.0,96300.0,82700.0,114000.0,881.0
77201,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
77336,4521.0,142000.0,83200.0,277700.0,1101.0
77338,13034.0,102600.0,83800.0,127200.0,1007.0
77339,16529.0,150300.0,122100.0,186000.0,1182.0
77345,10240.0,243300.0,175400.0,330100.0,1699.0
77346,19071.0,156600.0,126500.0,198800.0,1508.0
77373,19628.0,110900.0,87600.0,147200.0,1249.0
77375,15139.0,147900.0,111900.0,183100.0,1223.0
77377,10013.0,193000.0,139400.0,257400.0,1321.0
77379,25422.0,190200.0,147500.0,274100.0,1610.0
77388,14453.0,147500.0,116800.0,189400.0,1444.0
77389,8552.0,190700.0,116900.0,319900.0,1678.0
77396,14915.0,109200.0,76100.0,168800.0,1168.0
77401,6817.0,608300.0,353900.0,865900.0,2146.0
77429,25459.0,187000.0,141000.0,271900.0,1539.0
77433,17782.0,173100.0,133000.0,262200.0,1616.0
77447,4212.0,120700.0,74900.0,227200.0,1068.0
77449,29520.0,118500.0,97300.0,143300.0,1335.0
77450,25000.0,191900.0,139200.0,277200.0,1477.0
77484,3929.0,132500.0,70700.0,208400.0,884.0
77493,7851.0,148900.0,111800.0,186000.0,1283.0
77502,11764.0,93000.0,74500.0,114500.0,808.0
77503,8598.0,88600.0,71800.0,102600.0,804.0
77504,9819.0,117700.0,73400.0,165000.0,805.0
77505,8723.0,160700.0,122200.0,194900.0,1256.0
77506,11972.0,72600.0,55900.0,86500.0,697.0
77507,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
77520,14185.0,76100.0,51700.0,113300.0,778.0
77521,19625.0,120000.0,86000.0,157000.0,971.0
77530,9743.0,86900.0,67900.0,107600.0,894.0
77532,9819.0,121000.0,84300.0,166800.0,1018.0
77536,11308.0,133500.0,104800.0,170200.0,1187.0
77547,2759.0,70100.0,61700.0,91400.0,799.0
